Gene,Mock,30min,90min,180min
LOC787397,-1.29058,-2.48614,-1.75393,-1.43517
LOC787412,0,0,0,0
LOC787415,0.918262,0,1.82973,0.0263822
LOC787428,-0.90401,0,1.51493,-1.65892
LOC787432,0.820886,0,0,-1.20415
LOC787433,0,0,20,0
LOC787455,0,0.802966,0.451705,0
LOC787465,0.887969,-1.10084,-0.624842,1.63964
LOC787476,-1.40334,-1.04112,-1.12138,-2.04868
LOC787500,0,0.14599,-0.178685,-2.18884
LOC787518,0.00515372,-0.405099,-0.729197,-0.0092423
LOC787535,-0.885513,-2.89462,-2.55245,-3.49192
LOC787538,-2.2076,-2.0267,-1.66007,-3.68922
LOC787543,-1.12174,0,0,-2.03822
LOC787548,0.632939,2.31696,1.27579,0.325699
LOC787559,-1.73831,-1.51215,-1.50957,-3.65851
LOC787574,20,0,0,0
LOC787584,1.14624,0.958002,1.69367,-1.62439
LOC787600,-0.153391,1.3962,0.322575,-0.399607
LOC787604,-0.52292,0,0,0
LOC787607,-0.991914,-0.906552,-0.620952,0.0724975
LOC787611,0,0.51383,0.0216256,-0.25139
LOC787624,-0.364466,0.0122767,-0.619087,-1.5077
LOC787625,0.442733,-1.42926,-0.102324,-2.87785
LOC787642,0.738841,-0.667279,-0.485174,-1.77638
LOC787658,2.40733,4.82346,3.59417,0
LOC787659,0,0,0.993881,0
LOC787665,0,0,0,0
LOC787671,20,0,20,20
LOC787694,-2.2101,-2.39899,-1.25902,0
LOC787705,-1.38064,-3.46627,-1.8651,-0.0283366
LOC787709,-0.701878,-2.21991,-0.648682,-0.856557
LOC787719,0.316519,0.432962,0.136936,-2.52499
LOC787740,0,0,-1.16189,1.42945
LOC787756,-0.496967,1.05557,1.32347,0
LOC787758,0.0459395,0,-0.602268,0
LOC787760,0,0,20,20
LOC787774,0,0,-1.7467,0
LOC787779,0,0,0.488294,-0.653724
LOC787781,-0.286548,-2.27105,-0.263255,3.95532
LOC787786,-0.11871,-0.216485,0.665147,0
LOC787803,2.23731,1.59257,1.99201,2.12934
LOC787809,0.605707,0.862293,0.748711,-0.334577
LOC787810,20,0,0,0
LOC787812,-0.897407,-3.24273,-1.62032,-1.38995
LOC787816,0,0,0.463486,-1.13357
LOC787821,0,0,0,0
LOC787822,20,0,20,0
LOC787830,0,0,0,0
LOC787843,0.715661,0.755259,0.505045,-1.93695
LOC787858,-1.58081,-3.84969,-2.45899,0.00976399
LOC787866,-0.596161,0,0,0
LOC787868,1.37769,-0.225176,1.04301,0
LOC787870,0,0,-0.707242,-2.57173
LOC787878,-0.547485,0,-0.384767,0
LOC787880,-1.89367,-3.54879,-2.25767,-3.82878
LOC787882,0,0,1.20517,-0.602497
LOC787883,-0.589158,0,-0.0943534,-3.33743
LOC787891,-0.241001,0.243699,-0.105076,1.41009
LOC787898,-0.227332,0,0,0
LOC787904,0.883871,-0.0239471,-0.561112,-2.17856
LOC787926,-0.877012,-1.46042,-1.23289,2.6314
LOC787932,0,0.54937,0,0
LOC787945,2.07275,0,0,0
LOC787946,1.32141,0,0.550995,0
LOC787963,-1.71282,0,-1.58789,-1.67951
LOC787971,1.0616,0,0.936981,-1.80747
LOC787988,0,0,0,0
LOC787991,20,0,20,0
LOC788027,20,20,20,20
LOC788031,0,0,0,0
LOC788054,-0.340973,-1.13866,-0.0418024,1.53146
LOC788055,2.06819,1.087,-0.123126,-0.608278
LOC788068,0,0,0.849943,0
LOC788077,0,0,0,1.65245
LOC788079,-0.516596,0,0,-3.18842
LOC788089,0.62133,-0.0692086,-0.207516,-0.97065
LOC788100,0,0,20,20
LOC788114,20,0,20,0
LOC788126,0,0,20,20
LOC788129,1.44842,0,0.726817,0
LOC788135,0.603829,0.313943,-0.493022,-2.91275
LOC788142,0.504436,0.857842,0.205991,-0.36485
LOC788146,-0.584712,-0.897243,0,-1.65339
LOC788150,-0.0771947,-1.83184,-0.132039,0.264252
LOC788156,-0.00296114,-0.977494,0.361472,-2.62713
LOC788160,-0.0583342,0,0,0
LOC788175,-0.647658,-1.25795,-0.836182,-0.591236
LOC788176,-1.17878,-1.36697,-1.07164,-1.55526
LOC788183,-0.741543,-1.10832,-0.0611166,-0.596583
LOC788201,-0.816582,-0.881043,-0.417165,0.425477
LOC788205,0.597302,1.31839,0.776087,-0.569942
LOC788206,0,4.21227,3.35254,2.7467
LOC788210,1.99019,0,-0.207251,0
LOC788220,0,0,0,0
LOC788226,-1.0174,-1.22464,0.000228993,0
LOC788228,0,0,1.63605,0
LOC788242,-0.273554,-1.15597,-0.703692,-2.46548
LOC788246,0.39528,-0.876098,0.166532,0
LOC788250,0.0136861,-0.675879,-0.427105,2.46964
LOC788258,20,0,0,0
LOC788263,0,0,20,20
LOC788278,2.20099,0,0,0
LOC788284,0,1.93651,0,0
LOC788285,0,0,0,0
LOC788287,-1.01475,0,-0.213678,-1.73503
LOC788298,0,0,0,0
LOC788322,20,0,0,0
LOC788323,-0.375692,0,0.0106831,0
LOC788328,0,0,-1.06221,0
LOC788334,-1.33642,-3.34082,-2.459,0.502828
LOC788345,-1.43043,-0.199201,-0.136226,-3.41281
LOC788357,0,0,-0.545706,0
LOC788363,1.08371,1.30473,-0.0429318,0
LOC788372,0,0,0,0
LOC788383,0.839091,-2.19918,0.0220602,-1.57311
LOC788394,-0.449893,0.375115,-0.433918,-3.98796
LOC788396,20,20,0,0
LOC788399,-0.0220294,-2.05434,-1.07476,-3.98617
LOC788401,-0.299111,-2.07224,-1.01231,-3.05731
LOC788413,0,0,0,0
LOC788414,-4.58653,0,-2.53877,0.851781
LOC788428,0,0,0,0
LOC788438,-0.602427,-1.80526,-0.880968,-3.26182
LOC788465,0,0,20,0
LOC788476,0,-0.616482,-1.73745,-2.30505
LOC788501,-0.373122,0,0,0
LOC788512,0.757518,0,1.04953,0.033753
LOC788524,0.760284,0,0,0
LOC788530,0.979227,-0.566687,0.669641,1.40926
LOC788535,0,0,0,-0.900402
LOC788541,1.0692,0.268273,0.83914,1.45522
LOC788552,0,0,0,0
LOC788554,-0.103716,-0.391203,-2.35941,-2.77505
LOC788572,-0.258467,-1.37816,-2.56548,0
LOC788573,0,0,0,0
LOC788583,1.10757,1.66132,0.217058,-0.730791
LOC788587,1.02113,0,0.231213,-1.28847
LOC788599,-0.533871,-1.24505,-0.838471,-0.668051
LOC788607,-1.4694,0,-2.0494,0
LOC788610,2.88506,4.84636,3.79163,3.67918
LOC788615,0.761814,0,0.558859,0
LOC788626,-0.965312,0,-1.65966,-3.69419
LOC788633,0,0,20,0
LOC788634,-0.151528,-0.770464,-0.182859,2.65986
LOC788635,-1.46773,-3.12138,-0.36826,0.492613
LOC788638,-2.12479,0,0,0
LOC788640,0,0,0,-1.31718
LOC788649,-0.855759,1.65552,0.492889,-1.72694
LOC788653,0.513548,1.20347,-0.711111,-0.345312
LOC788661,-1.02523,-0.993045,-0.797421,-4.0543
LOC788675,0,0,0.0703292,0
LOC788692,0,0,0,0
LOC788693,0.797871,0,0,-1.20988
LOC788694,0.905767,0.939952,2.16556,0.875012
LOC788696,0.182719,-0.532594,0.164803,0.899714
LOC788704,0,0,0,0
LOC788709,20,0,20,0
LOC788713,0,0,0.569322,0
LOC788721,0,0,-2.05461,-2.6866
LOC788722,0,0.551241,0.561737,-1.41224
LOC788723,20,0,0,0
LOC788724,-0.321639,2.14376,0.41598,0.668295
LOC788736,-0.835906,-0.153118,-0.354648,1.33368
LOC788739,0,0,-0.475191,0
LOC788740,2.14739,0.913185,0,-0.632549
LOC788741,1.15144,0,0,-1.95474
LOC788749,0.76022,0,0.50259,-2.12728
LOC788750,0,0,0,0
LOC788764,0.705309,0,0.508234,-3.79304
LOC788774,1.76718,1.80952,2.26912,7.50635
LOC788777,0,0,-0.0825237,0.450495
LOC788778,-0.0533776,0,-0.697436,-1.71733
LOC788790,0,20,20,0
LOC788797,2.78535,0,2.4543,-1.70626
LOC788799,0.913204,-1.42104,0.160952,-2.60992
LOC788801,1.85638,1.74889,2.02542,1.49525
LOC788825,-0.565554,0,-0.329032,0
LOC788860,0,-0.809497,0.986102,-0.772006
LOC788864,0,0,20,0
LOC788872,0,0,0,0
LOC788874,0,0,-0.233335,0
LOC788881,0.577572,-1.9374,-0.237614,-1.96207
LOC788898,20,0,20,0
LOC788915,0.556656,0.257693,0.437584,0.635077
LOC788928,-1.90091,-3.06609,-1.79469,-0.208268
LOC788946,1.77743,0,-0.718104,-1.70267
LOC788952,0.234482,1.23166,0.0326352,1.23143
LOC788998,0,0,0,0
LOC789018,0.604967,1.31594,0.950371,1.13534
LOC789031,-0.0818348,0,-0.663824,-0.317826
LOC789034,0.374383,0.47104,0.574341,0.192244
LOC789035,-0.177423,-3.53119,-0.0697935,-1.80359
LOC789041,0.718287,0,-2.1293,-1.1931
LOC789103,0,0,-1.06846,-1.14138
LOC789121,0.631161,0,0.647048,0.569194
LOC789126,1.81697,0,1.44568,-0.455631
LOC789131,0,4.35761,2.4463,0
LOC789134,2.05783,0,2.46667,0
LOC789138,0,0,2.35798,0
LOC789144,-1.39686,0,-1.99883,-3.05662
LOC789148,-2.51014,-4.24246,-1.13748,-0.261052
LOC789151,1.33166,0.516262,0,0
LOC789175,0.0550238,-0.26975,-1.40636,4.36027
LOC789192,-0.516191,-2.06595,-1.02085,0.250851
LOC789193,-1.08199,-2.42436,-2.35247,-3.73953
LOC789197,0,20,20,20
LOC789200,0.110705,-0.857053,-0.363052,1.44836
LOC789201,-0.410714,0,-3.2155,-2.95334
LOC789206,1.70469,-0.583225,1.3445,3.68991
LOC789209,-0.128309,0.76197,0.340509,-1.22479
LOC789231,-0.117976,-0.0727673,-0.113879,-1.14667
LOC789232,20,0,0,0
LOC789246,-0.676393,-0.495314,0.0454411,0
LOC789258,0.0184692,-1.64196,0.143356,0.406641
LOC789275,0,0,0,0
LOC789279,-0.331491,1.87751,-0.11705,-1.22122
LOC789288,0,0,0,0
LOC789293,20,0,0,0
LOC789300,-0.811519,0,-0.496071,0
LOC789301,-0.382801,-0.262932,-0.382504,-3.27903
LOC789309,-0.20824,0.183285,0.587029,-1.10174
LOC789317,-0.188025,0,0.0213217,-1.92427
LOC789335,-3.07675,0,0.311627,-0.821523
LOC789335-2,-0.151071,0.450179,0.944425,-0.361342
LOC789337,0.562749,-0.271981,0.313744,1.22102
LOC789355,-0.223603,0,-2.93426,-0.842415
LOC789358,-2.52362,0,-4.84559,-5.85499
LOC789362,0.735931,1.36877,0.93421,1.37937
LOC789367,-0.77515,0,-1.53651,-2.16942
LOC789374,-0.56191,-2.75141,-0.975252,-0.125421
LOC789418,-0.7434,3.87605,1.80592,-1.48922
LOC789457,-0.025342,0,0,-1.12021
LOC789504,0.932386,0,0.611772,0
LOC789554,0,0.701508,-0.15123,0
LOC789554-2,0,0,1.40367,0.272697
LOC789612,1.59044,2.13851,1.3188,0.295092
LOC789626,0,0,0,20
LOC789637,-2.04725,0,-2.2083,-0.435847
LOC789653,0,0,20,0
LOC789674,0.124639,0.0354951,0.493675,1.13594
LOC789689,0,0,-1.43019,0
LOC789690,20,0,0,20
LOC789694,-2.22504,0,-1.29345,-0.186643
LOC789732,0,0.131781,-0.783123,0.289309
LOC789748,1.98802,2.59852,1.44969,1.4892
LOC789766,0.921201,-2.27425,-0.633621,0
LOC789787,-0.63205,0,-0.774359,-3.24903
LOC789799,-1.02167,0.478453,0.257841,-1.20118
LOC789803,-1.41851,2.69331,1.63343,-0.9206
LOC789812,0.818987,0,-0.484564,-1.39711
LOC789815,0,0,20,0
LOC789817,0,0,-1.25685,-1.76248
LOC789829,-1.16518,-1.57238,-1.9886,-0.845652
LOC789861,-2.29158,-1.02062,-2.41762,0
LOC789863,0,0,0,-3.36714
LOC789869,-1.62253,-0.803283,-1.6611,-1.44489
LOC789934,-0.310863,-0.0427301,-1.45813,2.88104
LOC789936,20,0,20,0
LOC789939,0,0,-1.39805,-2.19711
LOC789943,0,0,0,0
LOC789955,0,0,0,0
LOC789957,-0.122674,0,0.546312,0.734028
LOC789996,-0.486633,-1.97169,-0.569287,-0.22145
LOC790004,0.0884584,-3.06524,0.163581,-1.42529
LOC790009,-2.25311,-5.25593,-2.89405,-0.641394
LOC790098,-0.380464,-1.48483,-1.23886,-5.1082
LOC790101,-0.447515,-0.697277,-1.0628,0.790798
LOC790121,-1.08912,0.701162,-0.11237,0
LOC790152,0.216513,-1.713,-1.12601,-4.43221
LOC790154,0,0,-0.204745,0
LOC790201,1.10414,0.182183,0.204949,-2.32939
LOC790255,2.22629,2.34097,2.99755,4.71316
LOC790266,-0.47212,-0.742282,0.121187,1.54787
LOC790271,-0.537987,-2.60582,-1.33887,-0.133466
LOC790274,-0.836805,0,-1.49666,0
LOC790304,-0.710038,0,-0.551306,-1.5957
LOC790312,-0.184153,-1.74243,1.09949,-0.921887
LOC790324,1.95916,0,0,-1.37006
LOC790332,0,0,-0.510244,-1.50878
LOC790683,0,0,20,0
LOC790885,0,20,20,0
LOC790886,1.09268,0.54255,0.559263,0.13781
LOC790886-2,-0.381009,-0.263329,0.53487,-1.65754
LOC790896,0,0,0,0
LOH12CR1,0.677619,1.20992,0.840205,-0.927204
LONP1,0.281613,1.28265,0.684759,0.230361
LONP2,0.0467351,-0.106022,0.171347,0.10241
LONRF1,-0.517018,-0.894008,-0.202878,1.16971
LONRF2,-1.30559,-2.52747,-2.02929,-1.19193
LONRF3,-1.12203,-1.15939,-0.356751,-1.16523
LOR,0.699363,2.47441,0.958455,-1.35117
LOX,-0.389113,-0.99125,-0.493677,-0.841258
LOXHD1,0.240274,-0.333033,-0.620813,-1.01224
LOXL1,0.183018,0.868987,0.543331,-1.0937
LOXL2,0.877398,-0.579787,0.498833,-0.238329
LOXL3,0.325589,0.140296,0.473967,-0.541406
LOXL4,1.21673,0.378793,1.83943,3.07441
LPAR1,-1.04055,-1.54192,-0.894287,-1.967
LPAR2,0.264353,0.0982021,1.23065,2.53427
LPAR3,-0.519655,0.0558611,-0.283562,0.0986535
LPAR4,-0.940444,-3.3503,-1.68433,-4.5477
LPAR5,0.22357,0.52592,-0.749305,1.71886
LPAR6,-0.653149,-1.27494,-0.468078,0.599254
LPCAT1,0.0804186,0.50242,0.486154,-0.27095
LPCAT2,-2.19485,-4.2624,-2.1991,-1.82455
LPCAT3,-0.0457054,-0.00685505,-0.151184,1.40084
LPCAT4,0.361277,0.871327,0.458126,-0.127398
LPGAT1,-2.51567,-3.70568,-2.67195,-0.610133
LPHN1,-0.671374,-1.46845,-0.955722,-1.99126
LPHN2,-1.70858,-4.01989,-2.08046,-2.35025
LPHN3,-1.58203,-1.85808,-1.44517,-3.2626
LPIN1,-1.06515,-2.48113,-1.40696,-2.08507
LPIN2,-0.214194,0.141452,0.142232,0.703234
LPIN3,0.508786,1.0111,0.543675,-0.654098
LPL,-1.08934,-3.52391,-1.71041,-2.53148
LPL-2,-0.361497,-0.741626,-0.322154,-1.33381
LPO,0.0183725,0.116508,0.824893,7.81241
LPP,-0.970157,-1.6521,-0.713991,0.315344
LPPR1,0.165634,-1.32348,-0.258211,-1.76757
LPPR2,-0.246712,-0.130329,-0.0698431,-2.61547
LPXN,0.215251,0.20199,0.348071,3.75987
LRAT,-1.28201,-1.83402,-1.55821,-2.53274
LRBA,-0.915923,-1.69132,-0.785219,1.21297
LRCH1,-0.309693,-1.28642,-0.026214,0.799063
LRCH2,-2.11643,-2.72702,-2.30338,-5.70025
LRCH3,-0.838569,-2.25461,-1.21197,-0.601568
LRCH4,-0.0558295,-0.0210554,0.82249,2.18278
LRFN1,-0.18879,0.16612,-0.0526394,-1.8469
LRFN2,-0.185009,-1.23356,-0.273517,-3.04954
LRFN3,0.132363,1.3105,0.487522,-1.15381
LRFN4,0.289414,1.26393,0.694723,-0.557594
LRFN5,-0.448468,-1.11344,-0.732888,-3.03099
LRG1,1.21201,1.04602,1.30881,0.469885
LRGUK,-1.80307,-3.46646,-2.88514,-1.13075
LRGUK-2,-1.17721,-1.25905,-1.22494,0.217507
LRIF1,-1.67442,-3.17528,-1.83398,0.049298
LRIG1,-0.324944,-0.966656,-0.294205,-0.559291
LRIG2,-0.716525,-1.82048,-1.03866,-1.30778
LRIG3,-0.466124,-1.17242,-0.679048,-0.505897
LRIT1,-0.732039,-1.18432,-0.472675,-3.54818
LRIT2,1.76556,2.71836,2.11021,0
LRIT3,-1.42667,-1.20053,-0.667433,-2.87841
LRMP,-0.771808,-1.45002,-0.21158,4.66912
LRP1,-0.395679,-0.564838,-0.37222,-2.12728
LRP10,0.41825,0.501091,0.469493,0.497132
LRP11,-0.865864,-0.35349,-0.642691,-2.4742
LRP12,-1.00291,-1.53305,-0.886301,-1.34281
LRP1B,-1.64685,-2.14697,-1.87988,-4.30748
LRP1B-2,-0.638554,-1.34819,-1.29432,-2.81864
LRP2,-0.438295,-2.00442,-0.887828,-2.01687
LRP2BP,-0.544387,-2.1565,-0.527023,0.626269
LRP3,0.20588,1.63788,0.628089,-1.64121
LRP4,-1.35832,-2.96765,-1.54124,-1.20764
LRP5,-0.131787,-0.428386,0.0945613,-0.139844
LRP6,-1.41973,-1.75426,-1.11316,-1.52722
LRP8,-0.511327,-0.488435,-0.639055,-0.878651
LRPAP1,0.450038,1.78403,0.853503,-0.676405
LRPPRC,-0.413007,-0.586644,-0.550977,-0.402559
LRR1,-0.372387,0.33484,0.41119,1.59081
LRRC1,-0.30905,-0.957554,0.527145,1.36644
LRRC10,-0.385563,-4.07096,-1.10128,-2.65419
LRRC10B,0.218558,0.40179,0.62154,3.44847
LRRC14,0.30764,0.501128,0.618381,0.0869569
LRRC14B,0.622464,0.843546,0.313724,-1.87218
LRRC15,-0.462467,-2.24458,-1.82374,-3.02569
LRRC16A,-0.667517,-1.64953,-0.779341,-0.313661
LRRC16B,-0.295391,0.286849,-0.346457,-3.23705
LRRC17,0.176478,-0.137725,-0.323493,-2.69273
LRRC18,-1.71845,0,-1.40015,2.39489
LRRC19,-1.75319,-4.86185,-1.97187,-2.95017
LRRC2,-1.35382,-1.59295,-1.64875,-1.28514
LRRC20,0.211373,0.695855,-0.0284208,1.06891
LRRC23,0.519003,0.25541,0.977689,5.70147
LRRC24,0.261133,1.64994,0.890409,0.0455098
LRRC25,1.15914,1.15482,1.06401,1.1062
LRRC26,-0.800184,-0.0247311,-0.456081,3.46504
LRRC27,-0.464359,0.188446,-0.269544,-0.210454
LRRC28,0.514241,0.3893,0.601324,-0.706638
LRRC29,0.0348887,0.57298,0.278277,-0.719929
LRRC3,-0.77647,-2.01208,-1.21614,-3.57561
LRRC30,-0.563721,-0.205322,-0.877892,-1.15389
LRRC31,-0.30069,0.275035,-0.20319,-0.0769802
LRRC32,0.0121862,-2.65253,-0.761356,0.692193
LRRC33,0.343718,0.00232578,0.65201,2.20059
LRRC34,-0.47317,-1.88888,-0.713379,1.28481
LRRC36,-0.0730199,0.389976,-0.226689,1.48473
LRRC39,-0.0785426,0,-2.15316,-1.62174
LRRC3B,0.21496,0.482499,0.433486,-2.17313
LRRC3C,-1.5677,-1.51828,-1.39401,1.44223
LRRC4,-0.453241,-1.30285,-1.12807,-2.71925
LRRC40,-1.35424,-1.83962,-1.16044,-0.477679
LRRC41,-0.141858,-1.17978,-0.167113,-0.181608
LRRC41-2,0.327505,0.694399,0.668828,-0.0811276
LRRC42,0.388519,0.506868,0.519642,0.225122
LRRC43,-0.0535808,-0.686495,0.224502,5.77805
LRRC45,0.15751,0.460809,0.354503,1.89139
LRRC46,0.714095,0.73908,0.94827,3.25098
LRRC47,0.245042,0.51133,0.536611,0.69025
LRRC48,0.367891,0.953995,0.797412,3.2316
LRRC49,0.0132921,-0.120374,-0.317341,-2.58193
LRRC4B,-0.182625,0.612105,0.358701,-2.16482
LRRC4C,-0.812337,-0.537975,-0.813938,-2.98571
LRRC52,2.11534,0,3.07714,0.212151
LRRC55,-0.941533,-0.392121,-0.589864,-3.48219
LRRC56,0.109473,0.467071,0.710779,2.35328
LRRC57,-0.083734,-0.747761,-0.0787331,-0.130728
LRRC58,-2.63949,-2.78608,-3.28328,-0.973228
LRRC59,-0.0905756,0.077687,0.138351,0.234877
LRRC6,0.0179599,-0.307719,-0.119686,1.45379
LRRC61,0.634901,1.6415,0.991976,-0.0378271
LRRC63,-1.52609,-1.84218,-1.82374,-2.41003
LRRC66,0.452148,-0.595753,-0.198694,0.184831
LRRC69,-0.546314,-2.29378,-0.369779,-0.978978
LRRC7,0.0118471,-0.608228,-1.11171,-1.69608
LRRC70,-0.316267,-0.571228,-0.149926,-0.894941
LRRC71,-0.0759728,-0.397411,-0.472578,-1.3614
LRRC72,0.686125,0.592329,0.311353,-1.0437
LRRC73,0.67186,1.76684,1.07213,0.432913
LRRC8A,-0.0965751,0.357636,-0.0696269,-2.05523
LRRC8B,-1.37629,-1.84417,-0.745425,-0.243027
LRRC8C,-1.74222,-2.55106,-1.60133,-1.02675
LRRC8D,-0.446096,-0.8311,-0.204481,0.519247
LRRC8E,0.184848,0.232537,0.390724,1.68309
LRRC9,-1.55008,-2.91524,-1.69166,-1.38567
LRRCC1,-0.984296,-1.32539,-1.11187,-0.423859
LRRD1,-0.101759,-0.987788,-0.701309,-2.92948
LRRFIP1,0.131924,-0.0393475,0.0251231,1.11172
LRRFIP2,-0.0267843,-0.0776527,-0.0275942,0.231957
LRRIQ1,-1.01168,-2.7435,-1.63149,0.9511
LRRIQ3,-1.49308,-3.90256,-1.59873,-1.48942
LRRIQ4,0.950974,-0.729568,-1.0797,-2.23493
LRRK1,-0.515023,-0.854764,-0.142198,1.19556
LRRK2,-1.50797,-1.97996,-1.56679,0.327016
LRRN1,-1.11442,-1.36101,-1.2654,-3.49735
LRRN2,-0.0440523,0.56248,0.275176,-0.718683
LRRN3,-0.618091,-1.33635,-0.554034,-2.11113
LRRN4,-1.17492,4.02495,2.09694,0
LRRN4CL,0.103854,0.21159,0.290909,-1.52424
LRRTM1,-0.201307,0.477044,-0.940486,-4.33339
LRRTM2,-2.46497,-2.26953,-2.64668,-4.70706
LRRTM3,-1.14221,-1.00299,-0.378643,-3.1771
LRRTM4,-0.784333,-0.686632,-0.697978,-2.9785
LRSAM1,0.200777,1.15606,0.387598,-1.31843
LRTM1,1.53053,-0.914474,-0.847178,0.47173
LRTM2,0.00849762,-0.90466,0.452065,-0.977959
LRTOMT,0.223486,-0.558515,-0.235391,0.592605
LRWD1,0.263399,0.660056,0.563794,1.21442
LSAMP,-1.00017,-1.31099,-0.984201,-3.08487
LSG1,0.187808,-0.140072,0.161099,0.280143
LSM1,0.828415,0.852525,0.783049,0.762055
LSM10,0.47669,1.27025,0.765595,0.468374
LSM11,-0.663995,-1.50395,-0.53053,0.297347
LSM12,0.115107,-0.815123,0.128976,0.467644
LSM14A,-0.642356,-1.58231,-0.569962,0.454051
LSM2,0.768041,0.878161,0.918616,1.17943
LSM3,0.613193,0.912163,0.842558,1.11713
LSM4,0.201062,0.529855,0.483519,0.499481
LSM5,0.31766,0.254694,0.395616,1.24713
LSM6,0.11817,0.298852,0.23281,-0.0389838
LSM7,1.22823,2.12435,1.22663,0.948717
LSMD1,0.981373,1.7984,1.23161,0.0252097
LSMEM1,0.740974,0.433152,1.25053,0.798593
LSMEM2,-2.52565,-3.86207,-2.40185,-4.47857
LSP1,0.338667,1.36966,0.987826,3.06054
LSR,0.180075,0.301601,0.951353,2.00545
LSS,0.0400607,0.175879,0.068624,-1.51156
LST1,0.0694877,-0.279657,-0.10073,0.703404
LTA,-0.813704,-0.621649,-0.988967,4.04112
LTA4H,0.351219,-0.229521,0.0235125,-0.0967862
LTB,-0.151622,0.935345,0.36748,2.92173
LTB4R,1.37512,1.50448,0.235904,1.12039
LTB4R2,-0.0961094,-1.61779,-1.1293,1.5002
LTBP1,-0.215846,-0.196374,-0.346768,-0.908838
LTBP2,-0.264236,-0.786576,-0.189523,0.996011
LTBP3,0.361332,0.55124,0.540801,-1.34198
LTBP4,0.657421,0.317933,0.79211,-0.721109
LTBR,0.453909,0.959572,0.824847,-0.0538603
LTC4S,0.611809,0.973246,1.13891,-1.276
LTF,0.155649,0.855134,0.157462,4.60497
LTK,0.683423,0,0.436506,0.407151
LTN1,-1.33931,-1.93606,-1.2687,-0.116228
LTV1,-0.228884,-0.883683,-0.229068,0.882098
LUC7L,0.674857,0.86522,0.921481,0.532036
LUC7L2,-0.266683,-0.854311,-0.232339,0.498148
LUC7L3,-0.625443,-1.05477,-0.864574,0.0978029
LUM,-0.0233898,-0.784281,-0.247104,-1.41877
LURAP1,-0.901142,0.998242,-0.357395,-3.20568
LURAP1L,0.0227415,0.420605,-0.143084,0.191246
LUZP1,-0.446868,-0.662277,-0.469566,-1.13352
LUZP2,-0.883436,-1.09876,-0.96943,-2.34636
LUZP4,0.047686,-1.89941,-1.22429,-1.98316
LUZP6,0.298057,0.733814,0.544689,0.451761
LXN,0.116814,0.715899,-0.281138,-1.64776
LY6D,0.351749,2.79347,0.995569,-1.51461
LY6E,0.384354,1.38057,0.710514,1.82427
LY6G5B,0.130653,0.131297,0.257188,0.688206
LY6G5C,-0.382853,0.362598,0.474143,0.45535
LY6G6C,-0.14134,-0.75347,0.582932,3.34485
LY6G6D,0.824133,1.6068,-0.196509,-1.14016
LY6G6E,-0.0987508,-2.93049,0.243956,1.938
LY6G6F,-0.51381,-4.2606,-1.07815,0.176296
LY6H,-0.273489,0.867085,0.565502,-1.86075
LY75,-1.8267,-3.76442,-0.68562,3.96649
LY86,0.577051,1.26517,1.31491,3.31697
LY9,0.196646,0.0210227,0.760208,2.81249
LY96,0.900338,0.448071,1.15376,2.33645
LYAR,0.262692,-0.22825,0.39626,1.86423
LYG1,1.25874,1.58425,1.74103,0
LYG2,-0.761953,4.2232,2.6219,-1.63363
LYL1,0.508168,0.751222,0.623142,0.829873
LYN,0.00749843,-0.69496,0.0392779,3.13703
LYNX1,-0.373843,0.361055,-0.149302,-2.99653
LYPD1,-0.603874,-2.01101,-0.541341,-2.90484
LYPD2,0.556742,-0.645232,2.4453,8.45824
LYPD3,0.496711,0.423451,0.377354,3.59593
LYPD4,-0.240025,-1.77676,0.0149976,-1.99089
LYPD5,0.41069,0.673452,-0.0931371,-1.26837
LYPD6,-1.67802,-3.2153,-1.71312,-2.8567
LYPD8,0.0238923,-0.745685,-0.0580798,-1.78882
LYPLA1,-0.640237,-0.577862,-0.343559,0.333681
LYPLA2,0.754975,1.32855,0.831388,0.657403
LYPLAL1,-0.903582,-1.88158,-1.12333,-0.0975667
LYRM1,-0.350726,-0.153843,-0.40701,-0.990792
LYRM2,0.331907,-0.329315,0.0448785,-0.460304
LYRM4,0.979056,2.13101,1.27997,-0.100159
LYRM5,-0.731308,-0.661968,-0.42623,-0.809707
LYRM7,-1.09187,-1.18641,-0.98386,-0.624299
LYRM9,0.282949,0.0457018,0.198909,-1.40153
LYSB,2.04364,-0.351643,0.199189,-2.86477
LYSMD1,0.170714,-0.228337,0.0522811,-0.80109
LYSMD2,-0.138231,0.55356,0.0335156,-1.69353
LYSMD3,-1.40227,-1.85225,-1.0639,-0.578701
LYSMD4,-0.746005,-1.61622,-1.03675,-1.01663
LYST,-1.53545,-2.33897,-1.78585,-0.511741
LYVE1,1.13257,-0.877872,2.10893,1.20203
LYZ,-0.724042,0.289453,0.526106,3.12628
LYZ1,0.137044,5.06682,2.86914,6.83591
LYZ1-2,2.9385,0.500973,1.59075,1.8811
LYZ2,-0.8011,-0.169923,0.652219,5.44199
LYZ3,1.01898,0,0,2.68672
LYZL1,0.189109,1.58296,0.725386,-1.47518
LYZL4,0.551365,-1.02135,0.0935486,-1.16946
LYZL6,-0.230861,1.37684,1.17183,-2.5537
LZIC,0.164626,-0.760789,-0.765767,1.02229
LZTFL1,0.359831,0.0845641,0.160123,0.566286
